uid,compound,count
34906792,9354296_256906,17
34906792,11831075_29851245_17985655_29450389_14432150_30153751_7715734_19583225_10977942_29843926_5177,1
34906792,245110,3
34906792,293923,1
34906792,293924,1
34906792,245111,2
34906792,903204,1
34906792,474605,1
34906792,903205,1
34906792,245113,1
34906792,474606,1
34906792,93791,3
34906792,245114,2
34906792,45209_10691244,12
34906792,9142490_4392747_12813,1
34906792,611071,1
34906792,2108681,1
34906792,29456529_427574,1
34906792,143840,3
34906792,231600,1
34906792,345434,11
34906792,143841,3
34906792,375941,5
34906792,143842,2
34906792,375942,5
34906792,231370,2
34906792,19612190_16015,4
34906792,29453940_268823,4
34906792,2398489,1
34906792,1662113,7
34906792,143846,5
34906792,1662114,4
34906792,71181,5
34906792,471188,1
34906792,29450793_10345358_127729_11325938_21908954,4
34906792,1703610,5
34906792,1662116,1
34906792,257012,9
34906792,250404,1
34906792,1662117,1
34906792,125858,1
34906792,582862,1
34906792,261802,1
34906792,715399,1
34906792,121585,9
34906792,1050354,8
34906792,239338,4
34906792,372482,1
34906792,1050355,10
34906792,1209959,2
34906792,125506,3
34906792,904280,1
34906792,1703616,10
34906792,1050356,27
34906792,121588,1
34906792,3341_10878054_21911039,3
34906792,1050357,8
34906792,1050358,18
34906792,888736,1
34906792,1050359,10
34906792,1548618,3
34906792,653482,1
34906792,11325936_29448384_21897471_294007,2
34906792,13409,6
34906792,42250,2
34906792,106129,1
34906792,453381,1
34906792,2754230,1
34906792,28262,1
34906792,20657553_1086479,3
34906792,214961,8
34906792,28263,2
34906792,214962,8
34906792,35305_29504317,2
34906792,28264,1
34906792,738612,1
34906792,214963,6
34906792,214964,8
34906792,265229,1
34906792,71180_21915261,2
34906792,332156,1
34906792,475338,2
34906792,867599,5
34906792,649463,1
34906792,21346,1
34906792,1331893,1
34906792,649424,3
34906792,395700,1
34906792,141690,1
34906792,642585,5
34906792,141691,1
34906792,376673,2
34906792,162291,1
34906792,141692,2
34906792,29449032_21350,2
34906792,255170,6
34906792,952129,3
34906792,126817,1
34906792,255172,13
34906792,395787,1
34906792,50152,2
34906792,50153,3
34906792,50154,6
34906792,1051355,1
34906792,698461,1
34906792,277168,1
34906792,2633544,1
34906792,698462,1
34906792,1051357,1
34906792,277169,3
34906792,1051358,1
34906792,698464,3
34906792,44954,7
34906792,66632,1
34906792,80351,1
34906792,3591865,2
34906792,8736,1
34906792,87589,1
34906792,698467,1
34906792,8737,1
34906792,698468,2
34906792,8738,1
34906792,23710080_80778,5
34906792,617343,1
34906792,30510369_29449372_309901_22202302,1
34906792,119371,3
34906792,152475,6
34906792,119689,1
34906792,746249,2
34906792,3292215,3
34906792,44333,3
34906792,477181,1
34906792,477100,1
34906792,156163,6
34906792,477182,2
34906792,477183,4
34906792,9883648_73983,21
34906792,29471446_101319,1
34906792,477102,2
34906792,22987608_18091004_30149822_3783,1
34906792,127810,2
34906792,3292219,1
34906792,98288_29454679,3
34906792,477184,3
34906792,477185,1
34906792,344282,2
34906792,477103,1
34906792,222249,1
34906792,208882_29474106,1
34906792,477104,1
34906792,80049,1
34906792,477105,1
34906792,1055545,1
34906792,477106,1
34906792,965997,3
34906792,1572081,1
34906792,477107,1
34906792,846258,7
34906792,29916192_2626721_245428,1
34906792,15714,1
34906792,109592,1
34906792,15715,1
34906792,296156,7
34906792,296157,10
34906792,15717,6
34906792,718163,1
34906792,15718,1
34906792,237066,9
34906792,190840,2
34906792,190841,1
34906792,163299,3
34906792,260924,5
34906792,120667,1
34906792,190842,1
34906792,49953,1
34906792,744905,2
34906792,190843,1
34906792,394659_22359014,1
34906792,32826_23675782,1
34906792,285253,3
34906792,316744,1
34906792,175734,5
34906792,230189,3
34906792,29525592_106005,2
34906792,101371_29541743,1
34906792,190531,1
34906792,172813,1
34906792,972420,1
34906792,120398,4
34906792,120358,14
34906792,120359,1
34906792,1085438,1
34906792,29483488_98283,1
34906792,1794636,9
34906792,29502752_2109377,3
34906792,2270,2
34906792,1794637,2
34906792,518990_8093452_29531366,1
34906792,10570426_29446797_318822_30530679,2
34906792,2199890,1
34906792,19696483_111189,7
34906792,135170,8
34906792,135171,8
34906792,452464,2
34906792,165952,4
34906792,306921,1
34906792,150242,1
34906792,165954,4
34906792,345597,5
34906792,150243,1
34906792,368393,1
34906792,175312_30530601,11
34906792,242045,14
34906792,368394,1
34906792,17870,1
34906792,150245,1
34906792,368395,1
34906792,1824198,1
34906792,165957,4
34906792,150246,1
34906792,368396,1
34906792,1824199,1
34906792,17872,1
34906792,165958,5
34906792,150247,1
34906792,18946_29455986,1
34906792,368397,1
34906792,2391373,2
34906792,346679,5
34906792,150248,1
34906792,368398,1
34906792,128858,1
34906792,57543,1
34906792,741981,1
34906792,1300114,1
34906792,368399,1
34906792,1591076,1
34906792,741982,2
34906792,1300115,2
34906792,121592_29528294,1
34906792,427532,2
34906792,741984,3
34906792,2244757,1
34906792,1559328,1
34906792,741985,2
34906792,7962041_1059363,1
34906792,1918920,1
34906792,741986,2
34906792,128275,1
34906792,1918921,1
34906792,29448658_106004,1
34906792,1918922,1
34906792,1918923,2
34906792,1918924,1
34906792,1918925,1
34906792,2341913_12656278,1
34906792,944308,2
34906792,165027,1
34906792,125044,11
34906792,2063498,3
34906792,165028,1
34906792,944309,5
34906792,228200,8
34906792,477345_12808486,1
34906792,608522_23624781,1
34906792,2063499,3
34906792,64050,1
34906792,114451,1
34906792,889666,1
34906792,107541_29451047,1
34906792,9356523_15893,16
34906792,789036,4
34906792,268229,1
34906792,383695,4
34906792,261389,1
34906792,383696,3
34906792,383697,3
34906792,184945,1
34906792,98876,1
34906792,1822271,1
34906792,1187878,1
34906792,98877,1
34906792,125140_12655604,1
34906792,98878,1
34906792,1822273,1
34906792,642936,1
34906792,1822274,1
34906792,536870,1
34906792,307652,1
34906792,1822276,1
34906792,602681,1
34906792,79757_29450095,1
34906792,10331417_174763_30504238,3
34906792,307654,1
34906792,214858_29453393_12614328_16188507_3609372,1
34906792,61139,2
34906792,19693104_17874_17490949,1
34906792,1287804,1
34906792,1147273,1
34906792,321334,4
34906792,29502172_101812,1
34906792,144301,2
34906792,144698,4
34906792,520007,2
34906792,646000,1
34906792,321338,3
34906792,1287809,1
34906792,646001,1
34906792,321339,4
34906792,3169_4464645_9142158_12638331_21894398,1
34906792,1091148,1
34906792,1091149,1
34906792,311590,7
34906792,29452930_8089830_29843480_17985656_16328010_347276_19696366,4
34906792,17312_15677985_7690842_29450268,2
34906792,676517,1
34906792,2615326,2
34906792,281100,2
34906792,8298_10977187_5572943,1
34906792,473806,1
34906792,281101,3
34906792,2036991,1
34906792,281102,2
34906792,348945,14
34906792,163911,1
34906792,281103,3
34906792,29618,2
34906792,256830,3
34906792,362624,3
34906792,281104,3
34906792,256831,3
34906792,281105,4
34906792,21909202_29448772_22821,2
34906792,828343,1
34906792,16718048_118987,2
34906792,828344,1
34906792,163919,2
34906792,74612,1
34906792,216540,3
34906792,551592,1
34906792,12644664_257457_11100305,2
34906792,230889,1
34906792,1400941,3
34906792,120740,1
34906792,15562,1
34906792,1400942,2
34906792,19583339_3607_21912886_29448527,8
34906792,7688_19598393,1
34906792,120742,1
34906792,96060,1
34906792,19563,1
34906792,189327,2
34906792,2705714_1019_16316382_7961895_4291689_11006011_29447758,1
34906792,19565,1
34906792,96063,4
34906792,29456408_34609,2
34906792,15210,2
34906792,70306,1
34906792,15212,3
34906792,478881,1
34906792,33246,4
34906792,11276208_8304_9735966,1
34906792,70307,2
34906792,15213,2
34906792,478882,2
34906792,234268,1
34906792,70308,1
34906792,15214,3
34906792,109010,1
34906792,96068,1
34906792,63480,1
34906792,694918_29456494_21897583_6879572_16328027,4
34906792,903798,10
34906792,470884,1
34906792,470885,4
34906792,41450,1
34906792,21915186_119734,5
34906792,367977,1
34906792,150905,6
34906792,4168_19198084,6
34906792,470888,1
34906792,78800,3
34906792,474848,1
34906792,67130,2
34906792,150906,6
34906792,120126,1
34906792,470889,1
34906792,120168,1
34906792,49769,3
34906792,67131,1
34906792,474849,3
34906792,2188889,1
34906792,382460,5
34906792,1437402,1
34906792,10094808_12638329_7208203_1079,1
34906792,78803,3
34906792,110651,2
34906792,78804,1
34906792,261637_29501325,1
34906792,1005282,1
34906792,78805,2
34906792,78806,1
34906792,1005284,1
34906792,135214,1
34906792,1415141,1
34906792,1005285,2
34906792,75651,1
34906792,78808,4
34906792,1005286,1
34906792,15716_11720677_30526054,1
34906792,293273,1
34906792,505444,1
34906792,180856_29499293,1
34906792,748981,14
34906792,715553,1
34906792,748982,4
34906792,1005289,1
34906792,349367,4
34906792,715828,8
34906792,1843308,4
34906792,93606,2
34906792,349368,1
34906792,678862,1
34906792,748987,1
34906792,9364818_129053_29503406,1
34906792,261770,1
34906792,250333,1
34906792,183132,19
34906792,16252,1
34906792,627485,3
34906792,261771,1
34906792,183133,14
34906792,183134,7
34906792,183135,8
34906792,161458,1
34906792,394677,1
34906792,68712,1
34906792,531687,3
34906792,13688,23
34906792,350653,12
34906792,335858,1
34906792,457852,1
34906792,427032,2
34906792,21892,1
34906792,317240,1
34906792,21893,1
34906792,317241,1
34906792,775992,3
34906792,24461,1
34906792,317242,1
34906792,276862,2
34906792,1585377,16
34906792,21895,3
34906792,30174937_17802027_9145757_1519,4
34906792,228325,2
34906792,28737,4
34906792,1131418,1
34906792,738580,1
34906792,781119,1
34906792,19734196_1878_14432151_16188478_29446985_18276762_21916331_11714057,1
34906792,214850,1
34906792,129931,3
34906792,472617,1
34906792,303771,3
34906792,1456126,6
34906792,303772,6
34906792,80418_21915218,5
34906792,29542219_267821,1
34906792,712555,3
34906792,162492,16
34906792,30264_30566302_16180670_11732014,1
34906792,469713,4
34906792,141853,4
34906792,18998,1
34906792,141854,7
34906792,177850,20
34906792,144737,1
34906792,472078,1
34906792,266102_29525319,1
34906792,141855,15
34906792,177851,6
34906792,336812,7
34906792,39518,1
34906792,122705,3
34906792,29613908_267847,1
34906792,177852,7
34906792,18178210_482196,1
34906792,177853,7
34906792,141857,9
34906792,646164,3
34906792,177854,9
34906792,141858,7
34906792,514613,1
34906792,177855,5
34906792,177856,8
34906792,14060,1
34906792,177857,9
34906792,215041,6
34906792,29525467_107684,1
34906792,455971,1
34906792,66875,1
34906792,215042,13
34906792,12670424_1240342,1
34906792,100406,2
34906792,215045,4
34906792,133015_7776495,2
34906792,19564_30526389,1
34906792,828770,2
34906792,112923,1
34906792,192384,1
34906792,1243093,5
34906792,610663,1
34906792,84557,1
34906792,953948,1
34906792,318203,3
34906792,40806,1
34906792,14068,1
34906792,14069,1
34906792,215049,6
34906792,134919,2
34906792,831329,1
34906792,355309,2
34906792,112928,1
34906792,772370,2
34906792,21748032_19621601_29447264_15678006_12590120_11167641_4399176_123629,1
34906792,1166928,1
34906792,736977,1
34906792,680531,1
34906792,185441,4
34906792,4048,1
34906792,22250621_8090150_322135,1
34906792,267561_12625707_19722041,1
34906792,29450794_650247,3
34906792,473033,2
34906792,717514,1
34906792,37988,1
34906792,256604,5
34906792,256605,6
34906792,19997,1
34906792,237222,2
34906792,256606,3
34906792,17430992_15909017_121435,1
34906792,607492,1
34906792,415376,4
34906792,127745,1
34906792,13245746_346031,1
34906792,234342,4
34906792,1000016,1
34906792,322418,3
34906792,127789,1
34906792,134029,6
34906792,740830,1
34906792,285450,1
34906792,212626,1
34906792,322419,8
34906792,2176758,1
34906792,30483,14
34906792,17878051_4167,4
34906792,1000019,4
34906792,227791,1
34906792,1510273,5
34906792,2689812,4
34906792,33092,2
34906792,227792,1
34906792,167789_12644646,2
34906792,197611,3
34906792,611931,1
34906792,227793,1
34906792,227794,1
34906792,740520,1
34906792,2509847,2
34906792,1001942,1
34906792,171622,7
34906792,1001943,2
34906792,1009943,4
34906792,171623,7
34906792,16053617_12829778_11326040_9142331_9131370_21894331_11174141_3262,2
34906792,470966,2
34906792,1001944,3
34906792,611935,1
34906792,939521,1
34906792,862830,1
34906792,902489,2
34906792,49530,1
34906792,1001945,2
34906792,1403095,1
34906792,862831,2
34906792,1403096,1
34906792,171626,5
34906792,268801_29466866,8
34906792,171627,20
34906792,245162,2
34906792,67211,1
34906792,382540,1
34906792,41220,1
34906792,1005361,1
34906792,67528,8
34906792,382501,4
34906792,470617,1
34906792,220251,5
34906792,700272,6
34906792,470618,2
34906792,700273,7
34906792,220253,1
34906792,700274,7
34906792,695009,1
34906792,4012636,2
34906792,360240,2
34906792,645590,1
34906792,29483557_98287,3
34906792,231968,7
34906792,137480_9131112_9142182_29467079,1
34906792,1986023,1
34906792,538601,1
34906792,235615,1
34906792,9118306_2859_7694279,2
34906792,121590,1
34906792,20317,1
34906792,121591,1
34906792,21918076_224621,1
34906792,877929,2
34906792,7247809_171267_29451021_30128390,1
34906792,18013345_127765,1
34906792,12808481_125714,1
34906792,4614343,1
34906792,239030,3
34906792,2521913,1
34906792,29519468_102343,1
34906792,482200,2
34906792,1703622,9
34906792,1548620,14
34906792,121595,1
34906792,1548621,1
34906792,482201,1
34906792,1703623,11
34906792,19736528_16316529_29449667_9736278_29446779_47885_29968718,1
34906792,1548623,1
34906792,892141,1
34906792,1548624,1
34906792,128124,1
34906792,1585411,3
34906792,27329_29852402_12860741_11013350,1
34906792,198339_11276247,1
34906792,645207,2
34906792,331666,5
34906792,29472521_180857_9311279,1
34906792,217086,1
34906792,420587,1
34906792,128168,1
34906792,35177,2
34906792,155752,1
34906792,1918897,4
34906792,228170,3
34906792,35179,3
34906792,221522,4
34906792,313092,2
34906792,745255,1
34906792,180862_29551815,2
34906792,1367093,8
34906792,812419,1
34906792,148850,3
34906792,582299,4
34906792,712632,1
34906792,613121,1
34906792,697932,1
34906792,65066,1
34906792,19724856_19032,1
34906792,376680,5
34906792,697933,1
34906792,1239507,1
34906792,277170,1
34906792,284881,1
34906792,960926,1
34906792,277172,1
34906792,646200,2
34906792,642282,3
34906792,1250387,15
34906792,920901,1
34906792,1375536,1
34906792,277173,1
34906792,646201,2
34906792,425853,6
34906792,233463,1
34906792,29551813_180863,1
34906792,277174,1
34906792,215431,1
34906792,87590,1
34906792,469251,1
34906792,29450097_73069,1
34906792,763690_23642195,1
34906792,277177,3
34906792,11805,4
34906792,8740,1
34906792,188299,2
34906792,277178,1
34906792,8741,1
34906792,901839,1
34906792,277179,11
34906792,938953,1
34906792,255146,10
34906792,29546644_79758,1
34906792,469255,3
34906792,29466869_268804_23746621,6
34906792,9499090_22170613_16196119,1
34906792,152711,10
34906792,29455326_19894,1
34906792,152712,7
34906792,650725,1
34906792,816062,1
34906792,26975,11
34906792,152713,7
34906792,72912_11326396,1
34906792,152714,8
34906792,152715,10
34906792,152483,1
34906792,29230,1
34906792,381975,1
34906792,222251,1
34906792,532107,1
34906792,18402203_4731,3
34906792,7776217_299501,1
34906792,473421,2
34906792,167840,6
34906792,80011,1
34906792,80012,1
34906792,39745_10345377_9131553_18091109_7220188,2
34906792,477192,1
34906792,669815,6
34906792,477194,3
34906792,138416,1
34906792,477195,1
34906792,363635,1
34906792,323652,2
34906792,33714,1
34906792,10977257_8300,1
34906792,2748616,1
34906792,124945,1
34906792,278407,1
34906792,23871380_8734,1
34906792,2748617,1
34906792,12670426_1296532,1
34906792,2748618,1
34906792,29996776_5474_29450900,1
34906792,109877,15
34906792,180866_29551811,1
34906792,1403483,3
34906792,74274,1
34906792,710407,1
34906792,1377070,1
34906792,780624,1
34906792,259029,1
34906792,157791,6
34906792,29446677_30128246_12664796_9342249_10345562_101899_17682540_821151,1
34906792,29455799_9383236_19157_30157767,1
34906792,1377074,1
34906792,1794641,4
34906792,559136,1
34906792,34215,1
34906792,404598,1
34906792,404599,1
34906792,10957474_1147274,1
34906792,1373314_29540434_30750527,1
34906792,18395624_4952561_434335,1
34906792,2554,2
34906792,63648,1
34906792,548230,6
34906792,120000_29448100_5586130_9441270_14743064,7
34906792,165960,4
34906792,2557,3
34906792,346680,11
34906792,1125707_20619645,2
34906792,504291,1
34906792,165961,4
34906792,150250,2
34906792,165962,5
34906792,740339,1
34906792,1311280_16111694,13
34906792,165963,5
34906792,150252,1
34906792,165964,4
34906792,245104_30391578,5
34906792,1983848,1
34906792,1064227,5
34906792,168806,7
34906792,880093,2
34906792,98285_29483502,3
34906792,737788,1
34906792,157178,1
34906792,880094,2
34906792,11286658_19056515_129042_30525679,1
34906792,165967,6
34906792,195560_30058597,1
34906792,165969,6
34906792,895452,1
34906792,15890155_711805,1
34906792,390560,1
34906792,1378698,1
34906792,6781,1
34906792,128515,1
34906792,125674,4
34906792,8302_10368527,1
34906792,121949,1
34906792,16140,5
34906792,121320,5
34906792,1640259,1
34906792,1224_10983921,1
34906792,4433282_12614683_502567,1
34906792,30534056_4774,1
34906792,146278,1
34906792,8742_30557495,3
34906792,29450569_24939,1
34906792,13578,1
34906792,885902,16
34906792,19622529_21897506_77132_30146026,1
34906792,741919,5
34906792,8299_9735131,1
34906792,155872,4
34906792,57249,1
34906792,1884522,1
34906792,885904,1
34906792,793870,14
34906792,497452,1
34906792,885906,1
34906792,121095,4
34906792,1047856,3
34906792,531227,1
34906792,375148,3
34906792,1187883,1
34906792,3597,2
34906792,29466850_339710,1
34906792,29540516_107685,1
34906792,80051_7937550,2
34906792,4464187_128694,2
34906792,3598,4
34906792,125059,15
34906792,475426,15
34906792,11732728_9143758_542,5
34906792,128165_11713351,1
34906792,107027,17
34906792,107028,10
34906792,29455324_262910,1
34906792,276798,1
34906792,1592354,2
34906792,45216_9353728,8
34906792,808829,1
34906792,2183904_15939889_107872_30525733,1
34906792,1091150,1
34906792,1394725,2
34906792,76233,2
34906792,72589,1
34906792,181416,1
34906792,181417,1
34906792,514544,2
34906792,144001,4
34906792,181418,1
34906792,967307,1
34906792,698869,1
34906792,181419,1
34906792,377809,1
34906792,240989,1
34906792,32298,5
34906792,18129073_30540146_317887,1
34906792,29483559_98383,2
34906792,44775,9
34906792,44776,3
34906792,30525827_189551,1
34906792,134806,1
34906792,786089,4
34906792,163920,2
34906792,1823828,1
34906792,25354,3
34906792,163921,2
34906792,1823829,1
34906792,241405,5
34906792,459513,2
34906792,152527,1
34906792,79250_22005390,1
34906792,2918095,1
34906792,4247,13
34906792,1376651,1
34906792,4248,3
34906792,29477043_101806,1
34906792,558795,1
34906792,230853,2
34906792,15840,4
34906792,76103_16367191,1
34906792,15841,4
34906792,15842,3
34906792,1004412_12670422,1
34906792,614289,1
34906792,736281,1
34906792,15844,4
34906792,238583,1
34906792,381123,1
34906792,163301,1
34906792,15845,2
34906792,13719529_110293,5
34906792,12654384_7894840,5
34906792,163302,4
34906792,70310,1
34906792,15888,1
34906792,96070,1
34906792,15889,1
34906792,644170,3
34906792,30557494_8735,1
34906792,127811_7776350,2
34906792,308398,7
34906792,23623048_12829687_199510_7830407,11
34906792,570363,1
34906792,120401,6
34906792,172940,4
34906792,49770,5
34906792,172941,4
34906792,570366,1
34906792,49771,6
34906792,817496,1
34906792,172942,4
34906792,570367,1
34906792,109061,1
34906792,817497,1
34906792,30085889_10405891_121491_13740084_12672856_19597979_29456524_16214957,4
34906792,49772,10
34906792,817498,1
34906792,120405,1
34906792,951951,11
34906792,242796,4
34906792,120408,1
34906792,172947,3
34906792,73709_10330798,7
34906792,172948,5
34906792,839139,2
34906792,172949,4
34906792,29521130_102341,1
34906792,223060,1
34906792,29846963_19566,1
34906792,1824200,1
34906792,41192,1
34906792,1824201,2
34906792,9288,1
34906792,41193,1
34906792,1824202,1
34906792,41194,1
34906792,368400,1
34906792,135264,1
34906792,368401,1
34906792,1323939,2
34906792,368402,1
34906792,585188,5
34906792,349374,21
34906792,135267,1
34906792,382477,3
34906792,232974,1
34906792,128904,3
34906792,121790,1
34906792,501496,1
34906792,78506,1
34906792,128632,1
34906792,75665,1
34906792,271569,1
34906792,71626,1
34906792,30541650_10570419_47820,2
34906792,641716,3
34906792,17905_12638188,1
34906792,128364,1
34906792,748999,2
34906792,830954,1
34906792,604347,1
34906792,121403,1
34906792,2199012,1
34906792,128094,1
34906792,1703596,10
34906792,128369,1
34906792,83875,1
34906792,1703598,2
34906792,263936_29466861,1
34906792,1703599,11
34906792,1131422,1
34906792,225491,7
34906792,225493,4
34906792,268359,1
34906792,236890,2
34906792,151371,1
34906792,14391240_665907,1
34906792,331207,1
34906792,701435,2
34906792,476391,1
34906792,579863,1
34906792,579864,1
34906792,32991,13
34906792,214861,7
34906792,214862,9
34906792,54984,11
34906792,64188,1
34906792,849779,1
34906792,613090,14
34906792,881489,1
34906792,613091,6
34906792,98282_29483487,1
34906792,10422666_8739_9342284_21928167,1
34906792,50905,1
34906792,613092,9
34906792,144700,9
34906792,1110185_29451012,1
34906792,613093,12
34906792,144701,3
34906792,613094,5
34906792,7996771_259054,7
34906792,144703,4
34906792,469724,2
34906792,141590,3
34906792,236274,1
34906792,878271,3
34906792,129363,1
34906792,1342037,1
34906792,878272,1
34906792,107520_29525285,1
34906792,144707,11
34906792,469726,3
34906792,1342038,1
34906792,469727,4
34906792,141867,4
34906792,141868,3
34906792,141594,1
34906792,144709,2
34906792,469728,5
34906792,329197,8
34906792,336868,3
34906792,141829,5
34906792,432069,1
34906792,1631510,2
34906792,831330,2
34906792,100414,1
34906792,14071,1
34906792,100415,3
34906792,122407,2
34906792,100416,2
34906792,112930,1
34906792,1280120,1
34906792,7969568_12654386,10
34906792,15903603_11039379_30526069_9881574_7992883_26106,9
34906792,112931,1
34906792,14074,1
34906792,318252,3
34906792,112932,1
34906792,112933,1
34906792,14076,1
34906792,14035,1
34906792,281505,1
34906792,121584_9524907_29528293,1
34906792,112934,1
34906792,14077,1
34906792,281506,1
34906792,119817,1
34906792,112935,2
34906792,29544235_707942,1
34906792,2644849,1
34906792,156688,1
34906792,6653501_697559,1
34906792,9142417_2870_7777631,1
34906792,134656,1
34906792,112938,1
34906792,19612189_6918,2
34906792,8053,1
34906792,112939,2
34906792,112624,4
34906792,274601,1
34906792,1380171,1
34906792,717520,1
34906792,59986,1
34906792,112626,2
34906792,44275,4
34906792,322420,9
34906792,112627,2
34906792,152379,2
34906792,614052,6
34906792,322421,12
34906792,112628,3
34906792,119237,8
34906792,112629,4
34906792,1000021,1
34906792,758667,1
34906792,258784_10453102,2
34906792,1000022,3
34906792,1141796,1
34906792,1178,2
34906792,238391,5
34906792,710331,1
34906792,10409216_272354_30540381,1
34906792,238392,5
34906792,29473546_261638,3
34906792,902763,1
34906792,1004067,1
34906792,11421106_21894397_12815,1
34906792,123756,5
34906792,750358,2
34906792,570401,1
34906792,11399962_72924_9524045,1
34906792,570402,1
34906792,234040,6
34906792,70477,1
34906792,330904,1
34906792,964195,1
34906792,29466890_19883300_98286,5
34906792,59094,2
34906792,127132,4
34906792,902495,3
34906792,282898,4
34906792,59015,3
34906792,12672697_19787,1
34906792,282899,6
34906792,338908,1
34906792,19033,1
34906792,902498,3
34906792,470620,2
34906792,1366957,1
34906792,902499,3
34906792,6291859_435630_29531367,1
34906792,9525296_10434247_18278375_19692917_21897511_23565370_135263,1
34906792,227768,1
34906792,12195,11
34906792,120298,1
34906792,12196,13
34906792,56981,1
34906792,30148,5
34906792,1240339,1
34906792,131655,1
34906792,1672229,1
34906792,1388050,1
34906792,272949_22518270,1
34906792,175010,1
34906792,124770_12672575,1
34906792,131658,1
34906792,172404,1
34906792,22478262_1482911,1
34906792,51099_7971415,1
34906792,19101281_410730_19598230,1
34906792,60385,1
34906792,60386,1
34906792,157023,7
34906792,611368,2
34906792,60388,1
34906792,703128,4
34906792,320855,8
34906792,29563761_235439,1
34906792,135307,1
34906792,611369,5
34906792,60389,1
34906792,21930786_93939_23734053_3019559_18091049_23541756,1
34906792,38918,9
34906792,22223539_16187337_20318970_9142491_4392748_19583229_12638334_2655,2
34906792,268800_29466865,5
34906792,121875,7
34906792,16768858,1
34906792,121877,14
34906792,12665537_11145_29446927,1
34906792,895070,5
34906792,121878,3
34906792,29461512_20320_10408022_9131022,4
34906792,719377,1
34906792,719336,1
34906792,811611,1
34906792,719378,1
34906792,128173,1
34906792,719379,1
34906792,608194,2
34906792,173790,4
34906792,608196,1
34906792,125212,2
34906792,645258,3
34906792,225802,1
34906792,280350,2
34906792,21942,8
34906792,763212,8
34906792,280351,2
34906792,125216,1
34906792,24552,6
34906792,2540413,2
34906792,280352,7
34906792,261283,6
34906792,118978,4
34906792,974441,1
34906792,261284,6
34906792,29453928_261636,2
34906792,19761_11161509_12189998_9131111,1
34906792,280354,7
34906792,1245026,5
34906792,261285,16
34906792,12652392_19785,1
34906792,1245027,4
34906792,280355,5
34906792,261286,11
34906792,475312,16
34906792,582265,2
34906792,12600785_16053655_30554809_120987_29448125,1
34906792,43626,4
34906792,118353,1
34906792,8090146_29447773_322134_18718295,7
34906792,154338,5
34906792,276645,2
34906792,332176,1
34906792,229265,1
34906792,29473563_261639,2
34906792,310104,1
34906792,236937,6
34906792,276688,1
34906792,2662141,1
34906792,132075,1
34906792,29451011_19895,4
34906792,276689,1
34906792,9092354_12638326_11229337_652_9142157_4413566,1
34906792,21050,1
34906792,1375500,1
34906792,967855,3
34906792,1427360,1
34906792,838954,1
34906792,937077,2
34906792,154029,2
34906792,1051643,1
34906792,21899808_19815490_23565987_29449828_5207,1
34906792,29446648_1257427_9835620,1
34906792,14775,4
34906792,520219,17
34906792,809214,1
34906792,162273,1
34906792,58131,1
34906792,1091357,1
34906792,87875,1
34906792,343228,3
34906792,79755_29450093,1
34906792,336673,2
34906792,144517,1
34906792,314600,1
34906792,162276,1
34906792,12171200_133170_8745700_19652229_23564350_29946505_16180686_13469919,5
34906792,51293,12
34906792,162277,1
34906792,162278,1
34906792,122254,1
34906792,672492,3
34906792,3916414,4
34906792,2562012,1
34906792,11840267_663572,1
34906792,580652,8
34906792,36320_11158309,6
34906792,373112,1
34906792,12808488_167792,1
34906792,381983,1
34906792,373113,1
34906792,373114,1
34906792,281396,1
34906792,373115,1
34906792,174486,6
34906792,373116,1
34906792,935735,5
34906792,196479,1
34906792,373117,2
34906792,1166702,1
34906792,935736,9
34906792,373118,1
34906792,112745,1
34906792,540320,3
34906792,80023,1
34906792,373119,1
34906792,80024,1
34906792,152142,9
34906792,192167,2
34906792,80025,3
34906792,152143,7
34906792,192168,4
34906792,1557808,1
34906792,127872,6
34906792,278411,1
34906792,11855360_12457,2
34906792,481953,2
34906792,366254,5
34906792,348577,17
34906792,34841,14
34906792,278414,1
34906792,156148,3
34906792,109842,2
34906792,278415,1
34906792,127876,2
34906792,278416,2
34906792,259032,1
34906792,109844,14
34906792,259033,1
34906792,577718,1
34906792,182383,3
34906792,455178,1
34906792,12812,1
34906792,149282,1
34906792,259075,3
34906792,577719,1
34906792,455179,1
34906792,12814,1
34906792,38880_9324846_29451348_5596188_10843005,1
34906792,238121,1
34906792,101534,1
34906792,644608,4
34906792,270109,2
34906792,2471_4464618_12638323_9142159,1
34906792,21897451_103820,1
34906792,29483091_4566,1
34906792,1208431,1
34906792,175714,1
34906792,179796,2
34906792,699406,1
34906792,879049,3
34906792,45978,1
34906792,6920_17878050,5
34906792,12590139_23644085_8743,8
34906792,120378,1
34906792,267946_29517315,1
34906792,285277,2
34906792,21262_12177343,4
34906792,9486,1
34906792,921379,1
34906792,903072,1
34906792,120066,1
34906792,285239,1
34906792,168850,1
34906792,117644_19598317,1
34906792,1341814,3
34906792,23564543_30393860_11851174_52169_15776878_30540848_12590067_19056694_5582715_29446716_9364991,10
34906792,165970,5
34906792,1341815,3
34906792,23748418_1295559_15579_18265071_30183227,2
34906792,165971,6
34906792,1341816,1
34906792,41081,1
34906792,297757,1
34906792,1341817,2
34906792,120029,8
34906792,2129929,3
34906792,31643950_16743315_9138803_70264_29446910,1
34906792,1341818,5
34906792,641953,4
34906792,645994,1
34906792,64458_29546642,1
34906792,297759,1
